Quarter,State,"HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>"
2017_Q1,COLORADO,100.0,21000.0,,1100.0,5.0,,2.6,0.9,,0.4,17.0,0.0,0.0
2017_Q1,CALIFORNIA,137000.0,1470000.0,,195000.0,13.0,7.5,6.6,9.2,12.6,6.3,37.7,93000.0,6.0
2017_Q1,ARKANSAS,430.0,20000.0,,3500.0,18.0,0.1,3.0,0.5,14.6,1.0,31.5,230.0,1.0
2017_Q1,MISSISSIPPI,23000.0,68000.0,,2600.0,4.0,,0.5,0.1,35.3,1.4,41.7,7000.0,10.0
2017_Q1,INDIANA,1700.0,7500.0,,1900.0,25.0,5.2,10.4,4.1,8.0,7.1,15.8,70.0,1.0
2017_Q1,MISSOURI,400.0,7500.0,,1200.0,16.0,0.5,5.4,2.7,15.4,5.2,16.6,10.0,
2017_Q1,OTHER STATES,130.0,6490.0,,1540.0,24.0,6.6,1.8,2.6,0.8,2.5,3.4,50.0,1.0
2017_Q1,NEBRASKA,120.0,13000.0,,750.0,6.0,0.4,2.1,0.0,0.3,1.2,14.8,0.0,0.0
2017_Q1,WEST VIRGINIA,450.0,8000.0,,800.0,10.0,0.2,11.9,0.0,1.0,1.3,15.8,100.0,1.0
2017_Q1,WASHINGTON,8500.0,104000.0,,9000.0,9.0,0.0,8.0,0.0,0.1,4.4,6.8,0.0,0.0
2017_Q1,VIRGINIA,1900.0,8000.0,,1400.0,18.0,2.8,7.4,3.2,12.8,8.4,21.4,280.0,4.0
2017_Q1,VERMONT,0.0,6500.0,,440.0,7.0,2.1,0.9,0.2,0.7,2.2,6.0,0.0,0.0
2017_Q1,UTAH,3900.0,19000.0,,2700.0,14.0,0.1,2.0,0.0,0.0,0.3,38.7,60.0,
2017_Q1,TEXAS,130000.0,340000.0,,49000.0,14.0,2.0,3.5,5.1,22.5,3.6,36.2,68000.0,20.0
2017_Q1,TENNESSEE,1500.0,8500.0,,1600.0,19.0,0.9,8.1,2.4,12.6,7.0,28.6,160.0,2.0
2017_Q1,SOUTH DAKOTA,1500.0,48000.0,,2700.0,6.0,0.0,0.2,0.0,0.0,0.3,2.9,440.0,1.0
2017_Q1,SOUTH CAROLINA,4700.0,17500.0,,1600.0,9.0,0.4,2.7,1.1,5.3,1.8,12.6,970.0,6.0
2017_Q1,PENNSYLVANIA,810.0,18000.0,,4000.0,22.0,0.8,3.6,2.9,2.4,7.2,20.9,390.0,2.0
2017_Q1,ARIZONA,2900.0,32000.0,,6000.0,19.0,3.8,6.5,1.7,2.0,2.1,35.6,0.0,0.0
2017_Q1,OREGON,7500.0,90000.0,,8000.0,9.0,10.1,15.4,9.1,8.5,8.5,28.7,1400.0,2.0
2017_Q1,OKLAHOMA,9500.0,26000.0,,550.0,2.0,0.0,0.5,0.1,1.0,0.3,11.9,1700.0,7.0
2017_Q1,OHIO,1300.0,17500.0,,4400.0,25.0,0.6,5.2,0.1,11.6,16.5,25.8,530.0,3.0
2017_Q1,NORTH DAKOTA,1100.0,123000.0,,640.0,1.0,0.0,0.2,0.0,0.0,0.2,0.8,10.0,
2017_Q1,NORTH CAROLINA,3700.0,23000.0,,2500.0,11.0,0.2,7.2,1.5,17.4,3.9,34.7,1200.0,5.0
2017_Q1,NEW YORK,520.0,33000.0,,6000.0,18.0,9.8,13.2,4.4,9.4,10.8,20.4,0.0,0.0
2017_Q1,NEW MEXICO,3600.0,5500.0,,2100.0,38.0,87.4,2.0,0.0,0.0,0.0,93.9,0.0,0.0
2017_Q1,NEW JERSEY,10.0,6000.0,,490.0,8.0,0.3,0.8,0.1,0.7,0.6,16.3,0.0,0.0
2017_Q1,MONTANA,3100.0,46000.0,,470.0,1.0,0.0,6.0,2.5,15.1,0.1,34.0,6000.0,13.0
2017_Q1,ALABAMA,570.0,7000.0,,1600.0,23.0,0.2,6.7,3.2,9.8,9.3,19.9,740.0,11.0
2017_Q1,WYOMING,1300.0,17000.0,,3600.0,21.0,0.2,0.6,0.0,0.0,,0.2,0.0,0.0
2017_Q1,WISCONSIN,450.0,22000.0,,4400.0,20.0,1.1,4.0,2.0,1.9,10.5,19.0,70.0,
2017_Q2,WYOMING,6000.0,30000.0,,1300.0,4.0,12.6,5.7,2.8,3.5,1.9,34.1,3500.0,12.0
2017_Q2,MICHIGAN,20000.0,100000.0,,7500.0,8.0,0.2,0.9,2.1,7.2,0.5,19.1,13500.0,14.0
2017_Q2,MASSACHUSETTS,1400.0,8000.0,,140.0,2.0,12.9,0.4,11.0,12.5,1.6,14.8,490.0,6.0
2017_Q2,MARYLAND,3400.0,9500.0,,190.0,2.0,0.8,2.1,0.3,6.9,1.1,3.3,930.0,10.0
2017_Q2,MAINE,1100.0,33000.0,,910.0,3.0,4.1,2.0,4.3,4.3,14.8,4.4,1400.0,4.0
2017_Q2,LOUISIANA,4100.0,62000.0,,2600.0,4.0,0.0,1.5,1.6,3.1,0.7,23.2,8000.0,13.0
2017_Q2,KENTUCKY,3100.0,7500.0,,900.0,12.0,1.0,4.3,4.5,11.6,4.9,25.7,590.0,8.0
2017_Q2,KANSAS,2500.0,6000.0,,390.0,7.0,0.7,1.7,22.6,8.5,6.4,17.3,870.0,15.0
2017_Q2,IOWA,23000.0,23000.0,,2400.0,10.0,7.5,8.1,26.6,27.6,0.9,39.3,3900.0,17.0
2017_Q2,INDIANA,3000.0,11000.0,,1200.0,11.0,0.1,8.6,43.3,2.1,1.2,5.5,510.0,5.0
2017_Q2,ILLINOIS,3600.0,12000.0,,1200.0,10.0,0.7,5.6,3.0,4.3,1.5,11.3,1600.0,13.0
2017_Q2,IDAHO,22000.0,78000.0,,10500.0,13.0,4.0,7.8,8.3,6.4,4.8,30.5,31000.0,40.0
2017_Q2,HAWAII,3000.0,12000.0,,70.0,1.0,,0.4,0.0,3.7,0.0,88.9,920.0,8.0
2017_Q2,GEORGIA,21000.0,137000.0,,12500.0,9.0,1.0,6.5,6.6,5.8,2.8,34.1,31000.0,23.0
2017_Q2,FLORIDA,40000.0,255000.0,,35000.0,14.0,6.1,6.5,9.0,14.4,18.9,36.5,50000.0,20.0
2017_Q2,CONNECTICUT,2200.0,3000.0,,140.0,5.0,0.0,1.9,0.5,0.2,0.7,9.1,350.0,12.0
2017_Q2,COLORADO,8000.0,31000.0,,4500.0,15.0,5.3,4.6,3.2,0.8,0.1,31.3,7500.0,24.0
2017_Q2,CALIFORNIA,160000.0,990000.0,,90000.0,9.0,3.1,4.8,13.0,7.7,3.4,38.0,220000.0,22.0
2017_Q2,ARKANSAS,6000.0,24000.0,,1900.0,8.0,1.9,2.7,3.9,9.6,2.5,19.4,1300.0,5.0
2017_Q2,ARIZONA,12500.0,22000.0,,2600.0,12.0,19.7,20.4,12.4,15.9,0.7,58.4,3000.0,14.0
2017_Q2,MINNESOTA,19000.0,128000.0,,12000.0,9.0,2.3,6.6,12.8,4.7,2.2,20.5,8500.0,7.0
2017_Q2,WISCONSIN,13000.0,65000.0,,4000.0,6.0,1.7,3.2,2.2,1.7,0.3,13.8,6500.0,10.0
2017_Q2,MISSISSIPPI,5500.0,89000.0,,3800.0,4.0,0.0,3.7,1.7,0.9,0.8,14.0,26000.0,29.0
2017_Q2,MONTANA,18000.0,135000.0,,3700.0,3.0,4.2,4.4,3.5,4.0,0.6,20.0,18000.0,13.0
2017_Q2,WEST VIRGINIA,4100.0,7500.0,,370.0,5.0,1.8,3.7,0.4,1.6,1.6,11.6,2500.0,33.0
2017_Q2,WASHINGTON,30000.0,111000.0,,7000.0,6.0,4.2,3.6,7.5,5.0,0.4,21.3,20000.0,18.0
2017_Q2,VIRGINIA,3100.0,9500.0,,1000.0,11.0,0.9,1.8,5.0,18.0,4.8,18.7,1100.0,12.0
2017_Q2,VERMONT,390.0,8000.0,,170.0,2.0,0.3,0.2,0.0,0.3,0.5,3.3,190.0,2.0
2017_Q2,UTAH,12500.0,31000.0,,2700.0,9.0,0.3,12.6,0.1,1.3,0.0,36.7,10000.0,32.0
2017_Q2,TEXAS,43000.0,350000.0,,28000.0,8.0,1.5,2.8,12.4,16.8,1.4,28.7,148000.0,42.0
2017_Q2,TENNESSEE,2600.0,9000.0,,1300.0,14.0,1.0,10.6,3.1,25.5,3.9,53.4,1500.0,17.0
2017_Q2,SOUTH DAKOTA,10000.0,168000.0,,13000.0,8.0,1.0,5.0,6.4,1.4,3.6,8.7,23000.0,14.0
2017_Q2,SOUTH CAROLINA,3000.0,20000.0,,870.0,4.0,15.1,4.1,18.5,21.7,0.4,24.3,3700.0,19.0
2017_Q2,MISSOURI,1800.0,7000.0,,270.0,4.0,3.0,5.1,1.0,8.9,1.9,13.4,1000.0,14.0
2017_Q2,PENNSYLVANIA,7500.0,17500.0,,540.0,3.0,0.7,2.4,1.5,1.0,1.5,13.5,2300.0,13.0
2017_Q2,OREGON,15500.0,92000.0,,5000.0,5.0,8.8,15.8,3.5,10.6,11.3,37.2,22000.0,24.0
2017_Q2,OKLAHOMA,4700.0,17000.0,,200.0,1.0,11.2,7.7,0.5,2.3,0.3,23.6,1200.0,7.0
2017_Q2,OHIO,7000.0,15000.0,,1100.0,7.0,6.2,16.6,10.4,6.4,3.0,45.5,2500.0,17.0
2017_Q2,NORTH DAKOTA,31000.0,450000.0,,16000.0,4.0,3.2,3.2,5.3,4.0,1.0,29.3,41000.0,9.0
2017_Q2,NORTH CAROLINA,5000.0,25000.0,,3000.0,12.0,2.3,5.1,0.8,5.5,1.5,23.4,2700.0,11.0
2017_Q2,NEW YORK,16500.0,43000.0,,1300.0,3.0,2.1,8.9,2.0,2.1,0.1,22.2,7500.0,17.0
2017_Q2,NEW MEXICO,3300.0,7500.0,,1800.0,24.0,72.9,35.6,0.0,0.6,0.6,88.4,3900.0,52.0
2017_Q2,NEW JERSEY,1900.0,21000.0,,430.0,2.0,2.3,0.3,1.9,5.6,0.8,21.4,660.0,3.0
2017_Q2,NEBRASKA,7000.0,43000.0,,1500.0,3.0,1.0,16.0,37.6,38.4,0.8,50.1,27000.0,63.0
2017_Q2,OTHER STATES,870.0,7160.0,,160.0,2.0,0.3,3.9,0.0,0.4,0.6,6.7,940.0,13.0
2017_Q2,ALABAMA,1200.0,6500.0,,440.0,7.0,0.0,9.4,4.2,13.6,5.3,17.9,500.0,8.0
2017_Q3,WYOMING,3100.0,36000.0,,5500.0,15.0,9.3,5.6,4.4,1.6,5.2,21.8,3500.0,10.0
2017_Q3,ARIZONA,5000.0,26000.0,,4100.0,16.0,0.5,12.4,1.1,0.4,6.3,19.8,3200.0,12.0
2017_Q3,NEW MEXICO,1800.0,8500.0,,2500.0,29.0,17.8,3.1,13.6,3.3,0.3,74.3,200.0,2.0
2017_Q3,NEW YORK,3100.0,59000.0,,6500.0,11.0,6.2,13.6,9.4,19.8,1.8,45.1,9000.0,15.0
2017_Q3,NORTH CAROLINA,4100.0,27000.0,,3300.0,12.0,3.3,7.6,20.3,36.1,1.8,74.5,2900.0,11.0
2017_Q3,NORTH DAKOTA,24000.0,490000.0,,48000.0,10.0,3.4,8.1,8.1,11.9,1.9,42.0,100000.0,20.0
2017_Q3,OHIO,1100.0,23000.0,,1800.0,8.0,4.7,11.7,6.7,19.1,7.0,51.5,1800.0,8.0
2017_Q3,OKLAHOMA,80.0,4400.0,,510.0,12.0,10.0,4.7,3.8,23.0,2.0,22.0,270.0,6.0
2017_Q3,OREGON,7500.0,101000.0,,13500.0,13.0,11.3,6.4,13.2,10.6,1.8,54.4,28000.0,28.0
2017_Q3,OTHER STATES,380.0,10000.0,,1070.0,11.0,2.3,1.2,6.7,4.7,1.3,51.1,650.0,7.0
2017_Q3,PENNSYLVANIA,6000.0,18500.0,,1500.0,8.0,2.7,2.2,3.7,5.7,0.9,41.4,1600.0,9.0
2017_Q3,SOUTH CAROLINA,640.0,14500.0,,1700.0,12.0,0.2,5.2,3.0,11.8,0.8,26.4,440.0,3.0
2017_Q3,SOUTH DAKOTA,6000.0,159000.0,,16500.0,10.0,5.0,27.0,10.1,13.4,2.5,47.4,7500.0,5.0
2017_Q3,TENNESSEE,800.0,10000.0,,1700.0,17.0,2.1,5.3,6.0,22.1,6.9,42.8,960.0,10.0
2017_Q3,TEXAS,21000.0,115000.0,,15000.0,13.0,0.1,18.3,24.0,23.0,1.5,33.7,7500.0,7.0
2017_Q3,UTAH,5500.0,35000.0,,6500.0,19.0,0.5,15.9,16.7,0.1,9.1,40.5,3200.0,9.0
2017_Q3,VERMONT,520.0,7500.0,,180.0,2.0,4.7,7.0,,9.0,0.7,16.8,270.0,4.0
2017_Q3,VIRGINIA,430.0,11500.0,,1200.0,10.0,1.5,4.4,0.5,26.5,1.6,50.3,430.0,4.0
2017_Q3,WASHINGTON,5500.0,92000.0,,17000.0,18.0,2.0,0.7,1.2,2.7,2.4,23.7,10500.0,11.0
2017_Q3,WEST VIRGINIA,440.0,9000.0,,930.0,10.0,1.4,9.5,0.6,6.2,3.8,23.2,1900.0,21.0
2017_Q3,WISCONSIN,6000.0,75000.0,,12500.0,17.0,18.5,13.0,21.8,21.0,12.1,61.6,9000.0,12.0
2017_Q3,NEW JERSEY,280.0,16000.0,,420.0,3.0,0.0,0.4,0.8,2.9,1.9,10.7,110.0,1.0
2017_Q3,NEBRASKA,880.0,47000.0,,3700.0,8.0,0.4,9.2,7.1,6.6,0.2,15.1,13500.0,29.0
2017_Q3,ALABAMA,690.0,9500.0,,900.0,9.0,0.0,7.5,35.4,22.1,3.9,69.5,530.0,6.0
2017_Q3,MISSOURI,320.0,9000.0,,580.0,6.0,2.8,1.6,34.0,36.0,35.0,77.7,310.0,3.0
2017_Q3,ARKANSAS,4400.0,29000.0,,6000.0,21.0,0.0,9.3,17.0,9.1,2.3,61.4,410.0,1.0
2017_Q3,CALIFORNIA,73000.0,670000.0,,67000.0,10.0,5.6,10.1,13.4,15.8,3.6,42.3,74000.0,11.0
2017_Q3,COLORADO,2900.0,42000.0,,4300.0,10.0,2.6,7.8,9.1,1.4,1.4,52.9,6410.0,15.0
2017_Q3,CONNECTICUT,50.0,3500.0,,130.0,4.0,0.1,13.0,0.0,1.5,0.0,25.1,20.0,1.0
2017_Q3,FLORIDA,39000.0,180000.0,,39000.0,22.0,3.7,11.4,6.3,13.2,21.5,42.9,42000.0,23.0
2017_Q3,MONTANA,3100.0,161000.0,,18500.0,11.0,6.9,19.1,2.2,6.7,2.0,42.3,23000.0,14.0
2017_Q3,HAWAII,430.0,15000.0,,1100.0,7.0,0.3,2.0,0.0,4.3,,2.8,20.0,
2017_Q3,IDAHO,9000.0,116000.0,,12000.0,10.0,6.7,9.5,15.5,19.1,5.1,53.7,16500.0,14.0
2017_Q3,ILLINOIS,710.0,13000.0,,1100.0,8.0,2.8,4.6,2.8,14.2,3.3,29.9,1200.0,9.0
2017_Q3,INDIANA,420.0,13000.0,,930.0,7.0,0.4,3.8,3.9,5.9,2.0,13.9,740.0,6.0
2017_Q3,GEORGIA,19000.0,122000.0,,15500.0,13.0,2.3,15.1,14.1,18.0,6.9,47.6,23000.0,19.0
2017_Q3,KANSAS,1400.0,7000.0,,1700.0,24.0,14.8,1.1,20.3,52.6,7.4,65.4,1000.0,14.0
2017_Q3,KENTUCKY,450.0,9000.0,,1600.0,18.0,4.6,10.3,0.6,39.2,6.2,46.4,700.0,8.0
2017_Q3,LOUISIANA,14500.0,64000.0,,13500.0,21.0,0.3,4.0,1.6,74.5,14.9,59.2,34000.0,53.0
2017_Q3,MAINE,210.0,6000.0,,400.0,7.0,0.9,1.2,3.9,0.9,0.1,3.4,290.0,5.0
2017_Q3,MARYLAND,1300.0,8500.0,,1600.0,19.0,0.7,5.1,1.6,10.1,9.1,8.8,600.0,7.0
2017_Q3,MASSACHUSETTS,790.0,9000.0,,760.0,8.0,0.7,0.8,2.3,0.9,0.1,82.0,460.0,5.0
2017_Q3,MICHIGAN,4300.0,109000.0,,17500.0,16.0,8.6,15.0,13.7,11.9,2.9,56.8,11500.0,11.0
2017_Q3,MINNESOTA,1900.0,136000.0,,20000.0,15.0,1.8,11.6,9.4,4.7,2.3,39.8,2200.0,2.0
2017_Q3,MISSISSIPPI,250.0,24000.0,,2900.0,12.0,0.7,18.1,0.2,4.8,0.7,71.1,230.0,1.0
2017_Q3,IOWA,2100.0,43000.0,,2200.0,5.0,2.4,4.0,3.9,7.2,2.2,17.2,4000.0,9.0
2017_Q4,OREGON,70.0,94000.0,,10000.0,11.0,28.0,3.9,14.2,23.3,1.8,50.6,18500.0,20.0
2017_Q4,OKLAHOMA,40.0,46000.0,,100.0,,0.0,,0.0,0.5,0.2,1.0,,0.0
2017_Q4,OHIO,510.0,18500.0,,2800.0,15.0,7.1,8.4,6.4,23.3,2.9,45.3,960.0,5.0
2017_Q4,NEW JERSEY,330.0,15500.0,,1200.0,8.0,4.4,3.3,4.4,6.8,0.0,18.9,270.0,2.0
2017_Q4,NORTH CAROLINA,60.0,23000.0,,5000.0,22.0,3.9,11.7,1.5,16.3,6.7,64.2,290.0,1.0
2017_Q4,NEW YORK,820.0,51000.0,,3900.0,8.0,8.0,0.4,5.4,12.7,2.6,22.3,460.0,1.0
2017_Q4,NEW MEXICO,1700.0,8000.0,,1900.0,24.0,0.0,10.0,10.3,0.3,1.0,86.1,,0.0
2017_Q4,NORTH DAKOTA,10000.0,410000.0,,26000.0,6.0,0.2,0.9,0.5,16.5,0.3,41.7,2900.0,1.0
2017_Q4,PENNSYLVANIA,2500.0,24000.0,,5500.0,23.0,1.0,2.9,6.9,5.4,2.3,44.7,1100.0,5.0
2017_Q4,WYOMING,2500.0,29000.0,,3500.0,12.0,8.4,8.1,5.9,2.4,0.6,38.0,320.0,1.0
2017_Q4,SOUTH DAKOTA,0.0,111000.0,,6500.0,6.0,4.1,7.5,4.4,0.1,2.7,17.3,,0.0
2017_Q4,TENNESSEE,230.0,10500.0,,1300.0,12.0,0.2,7.5,2.0,18.9,15.3,22.8,320.0,3.0
2017_Q4,TEXAS,3200.0,285000.0,,20000.0,7.0,7.1,3.8,2.9,21.4,5.2,33.9,1900.0,1.0
2017_Q4,UTAH,480.0,29000.0,,2000.0,7.0,11.0,9.4,9.2,8.9,19.8,24.3,70.0,
2017_Q4,VERMONT,10.0,6500.0,,470.0,7.0,22.1,5.7,55.2,44.5,1.8,96.6,10.0,
2017_Q4,VIRGINIA,300.0,9500.0,,1100.0,12.0,1.3,6.9,7.5,20.6,3.9,20.9,210.0,2.0
2017_Q4,WASHINGTON,2900.0,72000.0,,4000.0,6.0,,0.4,0.3,6.0,0.2,21.7,14000.0,19.0
2017_Q4,WEST VIRGINIA,70.0,8500.0,,1200.0,14.0,2.4,7.8,0.1,5.3,3.6,60.1,1600.0,19.0
2017_Q4,WISCONSIN,530.0,55000.0,,8500.0,15.0,33.1,15.3,22.8,36.9,15.2,53.1,3000.0,5.0
2017_Q4,NEBRASKA,80.0,42000.0,,7500.0,18.0,4.1,4.3,2.1,3.3,11.5,26.6,50.0,
2017_Q4,SOUTH CAROLINA,1300.0,15000.0,,2000.0,13.0,14.6,1.9,0.2,19.4,1.9,31.6,750.0,5.0
2017_Q4,MONTANA,5500.0,121000.0,,13000.0,11.0,3.1,5.3,5.9,4.1,4.1,54.2,2900.0,2.0
2017_Q4,OTHER STATES,150.0,6970.0,,360.0,5.0,3.0,1.0,2.2,1.7,2.4,11.5,240.0,3.0
2017_Q4,MISSISSIPPI,280.0,22000.0,,3400.0,15.0,1.4,1.5,1.5,6.1,4.1,19.3,830.0,4.0
2017_Q4,ALABAMA,550.0,7500.0,,990.0,13.0,8.8,1.7,9.5,10.1,5.2,22.3,500.0,7.0
2017_Q4,ARIZONA,1300.0,30000.0,,6500.0,22.0,2.3,4.1,1.6,4.2,0.1,61.6,1100.0,4.0
2017_Q4,ARKANSAS,2500.0,25000.0,,7500.0,30.0,26.6,24.1,31.0,29.2,0.4,37.5,440.0,2.0
2017_Q4,CALIFORNIA,90000.0,1200000.0,,155000.0,13.0,7.4,17.1,17.0,14.1,6.3,47.9,104000.0,9.0
2017_Q4,COLORADO,1500.0,34000.0,,7000.0,21.0,0.2,15.5,20.0,0.7,5.3,30.2,4000.0,12.0
2017_Q4,CONNECTICUT,190.0,4000.0,,330.0,8.0,0.0,1.6,0.6,2.8,1.6,36.4,110.0,3.0
2017_Q4,FLORIDA,55000.0,240000.0,,50000.0,21.0,7.5,7.6,10.4,16.8,26.2,41.4,36000.0,15.0
2017_Q4,GEORGIA,4300.0,145000.0,,21000.0,14.0,12.3,3.6,15.3,15.1,4.6,56.8,2200.0,2.0
2017_Q4,HAWAII,970.0,15000.0,,130.0,1.0,0.1,0.1,0.0,66.1,0.0,57.2,290.0,2.0
2017_Q4,IDAHO,10000.0,164000.0,,9000.0,5.0,17.7,1.7,14.9,16.9,0.2,34.0,5000.0,3.0
2017_Q4,MISSOURI,100.0,9500.0,,820.0,9.0,1.0,4.2,0.1,14.2,1.6,16.7,230.0,2.0
2017_Q4,INDIANA,320.0,11500.0,,1700.0,15.0,1.7,3.9,0.7,5.6,8.0,23.5,100.0,1.0
2017_Q4,ILLINOIS,140.0,13500.0,,1800.0,13.0,0.8,4.9,7.9,10.2,4.9,28.9,460.0,3.0
2017_Q4,MICHIGAN,990.0,88000.0,,11500.0,13.0,5.3,1.5,23.6,13.6,2.0,53.8,1900.0,2.0
2017_Q4,MASSACHUSETTS,120.0,6000.0,,1100.0,18.0,6.7,1.5,2.7,1.2,0.3,13.2,550.0,9.0
2017_Q4,MARYLAND,20.0,10500.0,,1300.0,12.0,0.2,1.8,1.1,3.1,7.8,7.9,410.0,4.0
2017_Q4,MINNESOTA,1900.0,98000.0,,7000.0,7.0,4.2,7.2,39.8,4.0,3.1,62.9,450.0,
2017_Q4,LOUISIANA,390.0,60000.0,,2700.0,5.0,0.3,2.1,0.6,26.6,10.4,31.5,1900.0,3.0
2017_Q4,KENTUCKY,50.0,7500.0,,870.0,12.0,0.5,5.6,6.5,24.4,19.1,54.3,120.0,2.0
2017_Q4,KANSAS,140.0,6500.0,,830.0,13.0,3.3,0.6,8.6,7.7,10.2,17.9,40.0,1.0
2017_Q4,IOWA,250.0,45000.0,,6500.0,14.0,12.3,17.9,32.6,25.5,5.5,61.0,3400.0,8.0
2017_Q4,MAINE,220.0,6000.0,,60.0,1.0,0.4,0.6,0.0,6.2,0.0,24.9,110.0,2.0
2018_Q1,OTHER STATES,160.0,7020.0,,1870.0,27.0,0.1,1.9,0.0,0.4,1.1,20.7,40.0,1.0
2018_Q1,NEW MEXICO,180.0,7500.0,,3900.0,52.0,0.0,9.4,1.3,0.5,0.5,42.8,0.0,0.0
2018_Q1,NEW YORK,400.0,26000.0,,3700.0,14.0,1.4,8.0,1.9,11.9,6.0,25.3,170.0,1.0
2018_Q1,NORTH CAROLINA,2400.0,18500.0,,4200.0,23.0,0.3,13.4,0.3,10.2,8.0,29.7,260.0,1.0
2018_Q1,NORTH DAKOTA,2600.0,101000.0,,3200.0,3.0,1.1,0.8,0.0,0.1,0.0,1.4,10.0,
2018_Q1,OHIO,300.0,14000.0,,4500.0,32.0,6.5,15.8,3.2,10.0,11.6,39.6,580.0,4.0
2018_Q1,OKLAHOMA,890.0,18000.0,,3700.0,21.0,3.2,3.1,0.1,8.5,2.0,24.1,240.0,1.0
2018_Q1,OREGON,16500.0,89000.0,,4800.0,5.0,1.2,3.7,6.7,0.7,1.0,36.0,3900.0,4.0
2018_Q1,PENNSYLVANIA,1200.0,15000.0,,3300.0,22.0,3.3,5.9,9.3,5.6,9.9,34.4,670.0,4.0
2018_Q1,UTAH,490.0,17000.0,,620.0,4.0,0.1,0.1,0.0,0.0,0.5,18.7,50.0,
2018_Q1,SOUTH DAKOTA,250.0,29000.0,,390.0,1.0,,0.5,,0.1,0.1,4.4,90.0,
2018_Q1,TENNESSEE,540.0,10000.0,,3400.0,34.0,2.3,13.2,3.0,20.4,19.7,29.2,470.0,5.0
2018_Q1,TEXAS,124000.0,290000.0,,32000.0,11.0,4.8,1.7,0.2,10.1,10.3,21.5,42000.0,14.0
2018_Q1,NEW JERSEY,180.0,6500.0,,730.0,11.0,0.0,3.8,0.4,1.9,0.8,14.9,190.0,3.0
2018_Q1,VERMONT,20.0,5500.0,,810.0,15.0,0.3,2.0,0.6,1.2,0.8,17.0,0.0,0.0
2018_Q1,VIRGINIA,540.0,7000.0,,2100.0,30.0,0.3,7.7,3.9,11.3,16.3,26.0,160.0,2.0
2018_Q1,WASHINGTON,7000.0,90000.0,,4600.0,5.0,1.0,0.4,1.9,0.9,0.4,8.5,870.0,1.0
2018_Q1,WEST VIRGINIA,330.0,8500.0,,2500.0,29.0,2.0,20.8,3.4,8.0,4.9,15.0,60.0,1.0
2018_Q1,WISCONSIN,2800.0,29000.0,,4600.0,16.0,1.2,3.6,1.5,3.7,3.7,14.1,1600.0,6.0
2018_Q1,SOUTH CAROLINA,1900.0,14500.0,,1800.0,12.0,0.7,13.5,2.6,15.5,3.0,29.3,2800.0,19.0
2018_Q1,ARIZONA,810.0,26000.0,,6000.0,23.0,4.6,7.9,15.3,4.3,4.2,36.3,230.0,1.0
2018_Q1,MINNESOTA,8000.0,62000.0,,3900.0,6.0,1.9,1.1,0.6,0.7,1.6,2.0,2900.0,5.0
2018_Q1,MONTANA,840.0,60000.0,,140.0,,,0.1,26.1,,0.1,28.9,0.0,0.0
2018_Q1,ALABAMA,1200.0,7500.0,,820.0,11.0,1.9,8.6,14.9,30.2,4.5,29.2,1500.0,20.0
2018_Q1,COLORADO,1400.0,21000.0,,4900.0,23.0,3.8,13.7,0.5,0.8,2.4,31.7,190.0,1.0
2018_Q1,CONNECTICUT,220.0,2900.0,,140.0,5.0,0.0,7.7,0.8,0.7,3.5,14.5,330.0,11.0
2018_Q1,FLORIDA,57000.0,255000.0,,39000.0,15.0,4.5,5.5,9.2,15.3,16.0,31.7,38000.0,15.0
2018_Q1,GEORGIA,29000.0,139000.0,,25000.0,18.0,0.9,27.1,14.8,18.7,2.1,39.6,39000.0,28.0
2018_Q1,HAWAII,1200.0,17000.0,,1600.0,9.0,0.1,0.1,0.0,84.5,,83.0,5000.0,29.0
2018_Q1,IDAHO,2500.0,168000.0,,22000.0,13.0,0.8,3.4,3.4,5.7,0.4,28.3,2600.0,2.0
