Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2019_Q3,IOWA,2000.0,33000.0,10.0,5.8,27.8,26.3,7.1,3.6,39.4,4800.0,15.0,186.96,0.76
2019_Q4,IOWA,1500.0,32000.0,23.0,5.6,19.7,25.2,17.8,4.2,61.0,530.0,2.0,-3.03,5.0
2020_Q1,IOWA,6000.0,17000.0,9.0,0.0,5.7,0.0,1.9,5.5,22.3,420.0,2.0,-46.88,3.65
2020_Q2,IOWA,17000.0,29000.0,12.0,16.6,3.5,0.8,24.7,0.5,30.6,4700.0,16.0,70.59,1.52
2020_Q3,IOWA,1100.0,38000.0,5.0,3.9,4.5,6.3,29.4,0.0,49.1,2900.0,8.0,31.03,1.13
2020_Q4,IOWA,700.0,38000.0,13.0,2.6,1.8,0.0,0.9,1.4,39.8,850.0,2.0,0.0,2.89
2021_Q1,IOWA,1100.0,26000.0,8.0,0.0,7.8,3.7,0.7,3.8,18.9,30.0,0.0,-31.58,3.04
2021_Q2,IOWA,11000.0,29000.0,8.0,1.2,2.6,0.8,2.5,8.2,13.7,3900.0,13.0,11.54,4.14
2021_Q3,IOWA,1000.0,54000.0,8.0,2.8,0.0,5.9,1.6,2.2,7.5,130.0,0.0,86.21,0.11
2021_Q4,IOWA,170.0,51000.0,8.0,0.9,1.0,17.0,1.2,1.7,17.9,90.0,0.0,-5.56,4.12
2022_Q1,IOWA,610.0,29000.0,10.0,0.7,1.6,0.9,13.0,5.1,29.7,30.0,0.0,-43.14,1.72
2022_Q2,IOWA,5000.0,49000.0,5.0,1.6,4.6,0.9,1.1,5.7,49.3,2400.0,5.0,68.97,0.18
2022_Q3,IOWA,590.0,53000.0,1.0,2.4,2.4,2.1,3.1,2.1,5.1,830.0,2.0,8.16,0.26
2022_Q4,IOWA,80.0,51000.0,3.0,0.9,1.4,2.3,1.3,2.9,6.7,90.0,0.0,-3.77,0.31
2023_Q1,IOWA,10500.0,53000.0,3.0,1.3,1.4,2.2,1.0,3.2,26.9,240.0,0.0,3.92,1.57
2023_Q2,IOWA,11500.0,69000.0,7.0,4.5,5.1,9.9,2.6,0.0,17.9,2700.0,4.0,30.19,1.28
2015_Q1,KANSAS,450.0,7000.0,23.0,1.1,9.5,14.2,1.3,3.4,32.7,70.0,1.0,,
2015_Q2,KANSAS,2800.0,7000.0,10.0,0.9,3.5,0.1,2.4,4.9,14.4,420.0,6.0,0.0,
2015_Q3,KANSAS,100.0,9500.0,11.0,0.2,14.8,14.1,16.2,1.7,22.5,160.0,2.0,35.71,
2015_Q4,KANSAS,50.0,8500.0,40.0,0.2,33.9,25.1,24.8,19.0,44.5,20.0,0.0,-10.53,
2016_Q1,KANSAS,1400.0,5000.0,22.0,0.1,2.4,1.1,10.0,5.4,30.3,100.0,2.0,-41.18,
2016_Q2,KANSAS,3000.0,6000.0,16.0,2.8,3.7,8.3,11.6,1.8,47.3,900.0,15.0,20.0,
2016_Q3,KANSAS,310.0,8000.0,33.0,14.1,4.5,29.1,25.5,2.6,42.8,190.0,2.0,33.33,
2016_Q4,KANSAS,200.0,5000.0,26.0,0.3,5.1,3.1,8.3,1.4,29.2,0.0,0.0,-37.5,
2017_Q1,KANSAS,930.0,3800.0,26.0,0.0,16.4,3.6,3.0,14.3,47.2,380.0,10.0,-24.0,
2017_Q2,KANSAS,2500.0,6000.0,7.0,0.7,1.7,22.6,8.5,6.4,17.3,870.0,15.0,57.89,
2017_Q3,KANSAS,1400.0,7000.0,24.0,14.8,1.1,20.3,52.6,7.4,65.4,1000.0,14.0,16.67,
2017_Q4,KANSAS,140.0,6500.0,13.0,3.3,0.6,8.6,7.7,10.2,17.9,40.0,1.0,-7.14,
2018_Q1,KANSAS,370.0,3700.0,26.0,1.0,27.9,4.3,20.3,9.1,63.0,410.0,11.0,-43.08,
2018_Q2,KANSAS,3500.0,3900.0,8.0,1.3,2.1,24.9,31.6,1.6,42.8,2100.0,54.0,5.41,
2018_Q3,KANSAS,300.0,6000.0,16.0,6.6,23.7,8.0,51.1,7.9,76.8,180.0,3.0,53.85,
2018_Q4,KANSAS,420.0,5500.0,18.0,26.0,1.6,43.7,31.3,26.4,62.0,10.0,0.0,-8.33,
2019_Q1,KANSAS,370.0,4500.0,33.0,2.5,21.6,12.2,7.8,4.0,86.9,110.0,2.0,-18.18,9.56
2019_Q3,KANSAS,190.0,7500.0,25.0,21.8,1.2,23.9,33.8,0.5,67.5,400.0,5.0,66.67,4.13
2019_Q4,KANSAS,190.0,4900.0,13.0,11.9,0.4,43.4,15.0,14.4,65.8,460.0,9.0,-34.67,2.65
2020_Q1,KANSAS,2000.0,6500.0,12.0,7.8,3.1,7.8,8.1,11.3,13.3,130.0,2.0,32.65,10.77
2020_Q2,KANSAS,1900.0,8000.0,9.0,24.0,28.9,32.8,34.1,14.3,68.4,1800.0,23.0,23.08,3.38
2020_Q3,KANSAS,600.0,7000.0,13.0,15.6,2.1,34.1,24.8,0.0,93.8,730.0,10.0,-12.5,4.43
2020_Q4,KANSAS,460.0,7000.0,34.0,1.2,26.4,33.3,30.3,25.9,37.7,170.0,2.0,0.0,8.86
2021_Q1,KANSAS,1000.0,8000.0,18.0,0.0,19.1,0.0,2.8,2.2,25.7,10.0,0.0,14.29,2.38
2021_Q2,KANSAS,4800.0,8000.0,24.0,7.2,1.5,8.6,21.6,6.5,47.8,1600.0,20.0,0.0,9.25
2021_Q3,KANSAS,500.0,9000.0,18.0,10.1,17.7,14.9,31.1,14.7,66.8,1300.0,14.0,12.5,5.0
2021_Q4,KANSAS,140.0,8000.0,26.0,1.5,14.6,15.5,20.1,13.9,30.5,50.0,1.0,-11.11,2.5
2022_Q1,KANSAS,240.0,5000.0,10.0,3.7,4.2,1.7,21.8,5.1,37.8,60.0,1.0,-37.5,2.2
2022_Q2,KANSAS,5500.0,4900.0,15.0,1.7,23.0,21.1,1.0,1.9,41.6,580.0,12.0,-2.0,8.16
2022_Q3,KANSAS,370.0,7000.0,14.0,2.7,2.4,30.8,7.3,17.3,50.6,140.0,2.0,42.86,2.29
2022_Q4,KANSAS,100.0,6000.0,14.0,0.0,30.1,0.8,2.7,1.8,70.0,130.0,2.0,-14.29,7.83
2023_Q1,KANSAS,940.0,3900.0,13.0,0.8,8.9,5.4,2.7,2.7,20.9,20.0,1.0,-35.0,4.62
2023_Q2,KANSAS,1500.0,3500.0,10.0,0.1,3.4,21.7,2.0,2.0,35.5,360.0,10.0,-10.26,8.57
2015_Q1,KENTUCKY,250.0,10500.0,39.0,2.5,22.7,2.5,10.7,12.9,10.8,0.0,0.0,,
2015_Q2,KENTUCKY,3600.0,8500.0,12.0,5.3,9.5,1.8,18.2,2.9,21.7,1500.0,18.0,-19.05,
2015_Q3,KENTUCKY,170.0,10000.0,13.0,1.2,9.0,6.5,11.3,2.0,40.4,550.0,6.0,17.65,
2015_Q4,KENTUCKY,20.0,8500.0,13.0,0.4,7.2,9.8,14.8,1.7,22.2,10.0,0.0,-15.0,
2016_Q1,KENTUCKY,390.0,6500.0,20.0,0.7,12.5,6.3,9.0,8.4,23.6,40.0,1.0,-23.53,
2016_Q2,KENTUCKY,2100.0,6000.0,8.0,1.7,16.0,28.4,36.1,3.8,38.9,270.0,5.0,-7.69,
2016_Q3,KENTUCKY,900.0,7500.0,13.0,0.9,7.4,11.5,25.7,4.5,42.3,230.0,3.0,25.0,
2016_Q4,KENTUCKY,60.0,7500.0,13.0,3.3,10.3,3.0,22.3,5.7,48.2,80.0,1.0,0.0,
2017_Q1,KENTUCKY,950.0,7000.0,19.0,0.4,16.0,3.8,11.5,7.5,31.9,430.0,6.0,-6.67,
2017_Q2,KENTUCKY,3100.0,7500.0,12.0,1.0,4.3,4.5,11.6,4.9,25.7,590.0,8.0,7.14,
2017_Q3,KENTUCKY,450.0,9000.0,18.0,4.6,10.3,0.6,39.2,6.2,46.4,700.0,8.0,20.0,
2017_Q4,KENTUCKY,50.0,7500.0,12.0,0.5,5.6,6.5,24.4,19.1,54.3,120.0,2.0,-16.67,
2018_Q1,KENTUCKY,760.0,5500.0,22.0,0.9,8.0,11.0,29.6,5.9,43.0,20.0,0.0,-26.67,
2018_Q2,KENTUCKY,1500.0,6000.0,15.0,0.6,4.1,1.0,20.2,5.9,40.9,560.0,9.0,9.09,
2018_Q3,KENTUCKY,300.0,7000.0,12.0,1.6,4.5,1.5,26.5,7.6,47.1,660.0,9.0,16.67,
2018_Q4,KENTUCKY,60.0,7000.0,29.0,1.2,5.5,6.8,41.9,4.3,57.1,430.0,6.0,0.0,
2019_Q1,KENTUCKY,60.0,4400.0,20.0,0.1,10.7,5.3,12.9,4.6,21.6,30.0,1.0,-37.14,1.59
2019_Q3,KENTUCKY,700.0,8500.0,10.0,0.4,7.9,5.2,17.6,8.6,29.2,430.0,5.0,93.18,2.35
2019_Q4,KENTUCKY,190.0,8500.0,5.0,0.2,12.0,5.3,20.1,9.9,33.0,170.0,2.0,0.0,1.29
2020_Q1,KENTUCKY,1400.0,11000.0,11.0,2.0,7.6,0.0,2.6,6.5,17.4,120.0,1.0,29.41,1.27
2020_Q2,KENTUCKY,4200.0,11000.0,11.0,0.0,2.9,1.2,10.9,3.2,18.3,3500.0,32.0,0.0,1.09
2020_Q3,KENTUCKY,800.0,12000.0,12.0,1.4,2.4,1.6,4.0,5.1,23.3,510.0,4.0,9.09,1.83
2020_Q4,KENTUCKY,380.0,11500.0,10.0,0.0,8.2,0.0,8.8,9.0,23.8,520.0,5.0,-4.17,1.3
2021_Q1,KENTUCKY,1000.0,11000.0,19.0,0.0,5.1,0.0,16.9,9.3,27.5,80.0,1.0,-4.35,2.18
2021_Q2,KENTUCKY,2100.0,11500.0,2.0,1.0,4.2,2.2,4.0,2.6,21.5,4500.0,39.0,4.55,0.43
2021_Q3,KENTUCKY,900.0,10500.0,10.0,0.6,1.2,0.0,18.2,11.0,39.4,740.0,7.0,-8.7,1.43
2021_Q4,KENTUCKY,120.0,10500.0,8.0,2.3,13.2,0.0,39.0,12.0,54.1,460.0,4.0,0.0,1.52
2022_Q1,KENTUCKY,50.0,9500.0,14.0,3.0,5.6,2.8,3.9,11.0,15.6,160.0,2.0,-9.52,2.95
2022_Q2,KENTUCKY,3600.0,10500.0,6.0,10.7,2.5,2.4,15.1,18.9,39.9,460.0,4.0,10.53,0.76
2022_Q3,KENTUCKY,980.0,13500.0,6.0,0.0,17.5,0.0,17.2,22.3,26.1,1400.0,10.0,28.57,2.89
2022_Q4,KENTUCKY,130.0,15500.0,15.0,0.0,6.6,0.0,5.2,10.2,20.3,630.0,4.0,14.81,1.68
2023_Q1,KENTUCKY,260.0,10500.0,10.0,0.6,3.2,1.7,5.9,9.4,16.6,80.0,1.0,-32.26,4.0
2023_Q2,KENTUCKY,960.0,9000.0,6.0,1.0,0.5,1.3,2.9,5.6,8.0,450.0,5.0,-14.29,2.11
2015_Q1,LOUISIANA,3100.0,51000.0,16.0,4.3,3.1,1.7,4.7,2.1,17.2,6500.0,13.0,,
2015_Q2,LOUISIANA,6500.0,45000.0,4.0,0.2,5.0,1.1,3.7,0.5,36.4,8000.0,18.0,-11.76,
2015_Q3,LOUISIANA,2300.0,55000.0,4.0,0.0,3.0,1.6,2.3,0.2,25.9,1800.0,3.0,22.22,
2015_Q4,LOUISIANA,1100.0,71000.0,7.0,0.0,2.4,0.6,1.0,0.2,10.9,2400.0,3.0,29.09,
2016_Q1,LOUISIANA,9500.0,55000.0,20.0,18.6,12.4,0.4,14.2,1.9,22.8,2600.0,5.0,-22.54,
2016_Q2,LOUISIANA,10000.0,53000.0,8.0,0.0,1.2,0.3,1.1,0.6,20.7,9500.0,18.0,-3.64,
2016_Q3,LOUISIANA,2600.0,60000.0,12.0,0.0,9.6,1.6,26.1,0.7,39.5,2100.0,4.0,13.21,
2016_Q4,LOUISIANA,250.0,57000.0,4.0,1.0,0.7,0.1,1.0,1.2,2.9,340.0,1.0,-5.0,
2017_Q1,LOUISIANA,11000.0,47000.0,6.0,0.1,4.3,1.8,9.6,1.8,25.8,1900.0,4.0,-17.54,
2017_Q2,LOUISIANA,4100.0,62000.0,4.0,0.0,1.5,1.6,3.1,0.7,23.2,8000.0,13.0,31.91,
2017_Q3,LOUISIANA,14500.0,64000.0,21.0,0.3,4.0,1.6,74.5,14.9,59.2,34000.0,53.0,3.23,
2017_Q4,LOUISIANA,390.0,60000.0,5.0,0.3,2.1,0.6,26.6,10.4,31.5,1900.0,3.0,-6.25,
2018_Q1,LOUISIANA,4100.0,52000.0,7.0,0.2,4.5,0.7,0.7,1.6,4.9,320.0,1.0,-13.33,
2018_Q2,LOUISIANA,4900.0,48000.0,3.0,0.2,1.2,0.8,5.9,1.3,8.1,4000.0,8.0,-7.69,
2018_Q3,LOUISIANA,1600.0,53000.0,4.0,0.2,1.0,1.7,29.9,1.6,31.3,2300.0,4.0,10.42,
2018_Q4,LOUISIANA,130.0,52000.0,5.0,0.3,1.0,5.9,6.7,1.7,16.6,200.0,0.0,-1.89,
2019_Q1,LOUISIANA,9000.0,51000.0,7.0,0.1,1.0,0.3,1.3,0.7,57.8,16000.0,31.0,-1.92,1.08
2019_Q3,LOUISIANA,4400.0,44000.0,9.0,0.4,2.5,57.0,66.8,2.7,67.1,13000.0,30.0,-13.73,2.07
2019_Q4,LOUISIANA,70.0,46000.0,5.0,3.5,6.1,0.7,18.5,0.9,33.0,80.0,0.0,4.55,1.76
2020_Q1,LOUISIANA,9000.0,48000.0,10.0,0.7,1.4,1.2,7.0,0.6,26.5,20000.0,42.0,4.35,1.33
2020_Q2,LOUISIANA,2300.0,53000.0,3.0,0.5,3.5,0.0,4.7,1.3,23.7,4700.0,9.0,10.42,1.23
2020_Q3,LOUISIANA,1200.0,48000.0,5.0,4.7,3.6,0.8,14.4,3.4,27.2,3100.0,6.0,-9.43,2.5
2020_Q4,LOUISIANA,30.0,52000.0,3.0,0.0,2.9,0.0,2.9,0.0,22.2,620.0,1.0,8.33,0.04
2021_Q1,LOUISIANA,3600.0,53000.0,13.0,0.0,10.0,1.6,3.8,1.1,62.1,3000.0,6.0,1.92,0.85
2021_Q2,LOUISIANA,8000.0,29000.0,8.0,0.0,10.6,0.0,3.7,0.9,29.1,2000.0,7.0,-45.28,0.79
2021_Q3,LOUISIANA,1300.0,31000.0,7.0,0.0,0.6,0.0,2.3,6.0,8.0,2800.0,9.0,6.9,4.52
2021_Q4,LOUISIANA,1400.0,36000.0,8.0,0.0,0.0,0.0,5.4,5.3,28.2,1300.0,4.0,16.13,1.25
2022_Q1,LOUISIANA,11000.0,37000.0,16.0,0.0,0.6,0.0,48.1,7.6,61.1,2200.0,6.0,2.78,2.08
2022_Q2,LOUISIANA,9500.0,42000.0,5.0,4.8,2.4,4.8,9.9,2.5,31.9,11500.0,27.0,13.51,2.29
2022_Q3,LOUISIANA,4900.0,55000.0,8.0,0.9,1.9,0.0,17.0,3.9,51.9,3100.0,6.0,30.95,4.36
2022_Q4,LOUISIANA,170.0,34000.0,9.0,1.2,5.2,2.1,9.1,0.9,18.5,640.0,2.0,-38.18,4.41
2023_Q1,LOUISIANA,6000.0,38000.0,13.0,2.4,2.9,2.0,10.0,6.0,48.2,3700.0,10.0,11.76,9.21
2023_Q2,LOUISIANA,4700.0,39000.0,7.0,0.0,24.7,17.5,3.6,0.8,32.0,9000.0,23.0,2.63,5.38
2015_Q1,MAINE,20.0,6500.0,6.0,0.0,7.5,0.0,0.1,1.9,4.4,0.0,0.0,,
2015_Q2,MAINE,3500.0,30000.0,11.0,0.1,0.5,34.5,34.5,0.1,72.1,700.0,2.0,361.54,
2015_Q3,MAINE,410.0,6000.0,8.0,13.2,2.6,0.0,3.4,7.8,9.9,140.0,2.0,-80.0,
2015_Q4,MAINE,530.0,4700.0,1.0,0.0,0.1,0.0,0.2,0.4,18.0,20.0,0.0,-21.67,
2016_Q1,MAINE,0.0,3700.0,5.0,0.3,0.8,0.0,0.4,1.4,3.3,0.0,0.0,-21.28,
2016_Q2,MAINE,510.0,25000.0,17.0,4.3,2.4,31.1,0.0,27.9,82.7,560.0,2.0,575.68,
2016_Q3,MAINE,240.0,5500.0,8.0,0.2,0.6,0.0,0.1,0.0,9.3,140.0,3.0,-78.0,
2016_Q4,MAINE,0.0,3500.0,8.0,0.1,5.8,0.0,0.8,0.1,10.7,0.0,0.0,-36.36,
2017_Q1,MAINE,100.0,3100.0,32.0,30.5,26.3,8.1,20.9,0.0,23.9,0.0,0.0,-11.43,
2017_Q2,MAINE,1100.0,33000.0,3.0,4.1,2.0,4.3,4.3,14.8,4.4,1400.0,4.0,964.52,
2017_Q3,MAINE,210.0,6000.0,7.0,0.9,1.2,3.9,0.9,0.1,3.4,290.0,5.0,-81.82,
2017_Q4,MAINE,220.0,6000.0,1.0,0.4,0.6,0.0,6.2,0.0,24.9,110.0,2.0,0.0,
2018_Q1,MAINE,20.0,1900.0,22.0,0.2,5.2,0.0,0.6,7.4,23.6,30.0,2.0,-68.33,
2018_Q2,MAINE,430.0,23000.0,13.0,0.2,0.5,1.3,0.8,0.0,1.4,790.0,3.0,1110.53,
2018_Q3,MAINE,60.0,12500.0,7.0,1.1,3.5,0.0,1.0,0.5,37.0,170.0,1.0,-45.65,
2018_Q4,MAINE,210.0,12000.0,12.0,0.0,1.2,0.0,5.1,0.1,9.3,880.0,7.0,-4.0,
2019_Q1,MAINE,10.0,7000.0,7.0,0.0,1.4,0.0,0.1,0.8,2.3,30.0,0.0,-41.67,0.14
2019_Q3,MAINE,460.0,12000.0,9.0,0.1,0.2,0.0,0.7,0.1,10.1,3500.0,29.0,71.43,0.08
2019_Q4,MAINE,110.0,11500.0,7.0,0.1,0.3,2.5,0.0,0.2,20.5,40.0,0.0,-4.17,0.87
2020_Q1,MAINE,460.0,1300.0,12.0,0.7,2.2,0.0,1.2,3.0,19.6,,0.0,-88.7,4.62
2020_Q2,MAINE,520.0,22000.0,3.0,26.8,0.5,0.0,0.0,0.0,47.1,110.0,1.0,1592.31,0.0
2020_Q3,MAINE,700.0,10000.0,15.0,0.7,4.6,0.0,2.5,6.2,65.2,820.0,8.0,-54.55,0.1
2020_Q4,MAINE,180.0,9000.0,1.0,0.5,1.2,0.0,0.0,0.6,30.8,250.0,3.0,-10.0,0.44
2021_Q1,MAINE,60.0,2900.0,10.0,0.0,2.2,0.0,2.6,2.1,7.2,80.0,3.0,-67.78,5.86
2021_Q2,MAINE,430.0,18000.0,6.0,0.0,1.5,0.0,0.0,0.0,13.9,260.0,1.0,520.69,0.28
2021_Q3,MAINE,380.0,10000.0,14.0,0.0,17.0,5.0,0.0,0.0,18.7,210.0,2.0,-44.44,0.5
2021_Q4,MAINE,70.0,5500.0,13.0,0.0,15.2,0.0,18.1,2.0,29.3,160.0,3.0,-45.0,0.55
2022_Q1,MAINE,0.0,8000.0,4.0,0.0,7.0,0.0,1.2,1.2,7.3,120.0,2.0,45.45,2.12
2022_Q2,MAINE,1300.0,19500.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,143.75,0.51
2022_Q3,MAINE,310.0,11000.0,59.0,51.8,0.0,51.8,1.0,0.0,60.2,350.0,3.0,-43.59,0.45
2022_Q4,MAINE,0.0,4900.0,3.0,0.0,0.0,8.1,2.3,0.7,9.0,60.0,1.0,-55.45,2.45
2023_Q1,MAINE,190.0,7500.0,4.0,0.0,0.8,1.5,0.0,2.5,16.8,130.0,2.0,53.06,0.13
2023_Q2,MAINE,510.0,15500.0,6.0,3.9,0.0,4.7,0.0,0.0,10.6,1100.0,7.0,106.67,0.0
2015_Q1,MARYLAND,1600.0,10000.0,41.0,0.4,24.2,0.0,1.8,12.4,10.1,870.0,9.0,,
2015_Q2,MARYLAND,2600.0,11000.0,3.0,0.2,1.6,2.5,1.3,1.5,4.9,710.0,7.0,10.0,
2015_Q3,MARYLAND,730.0,7500.0,9.0,2.9,7.1,22.8,19.1,2.0,26.9,70.0,1.0,-31.82,
2015_Q4,MARYLAND,0.0,9500.0,8.0,0.1,0.2,0.0,2.0,4.3,5.6,0.0,0.0,26.67,
2016_Q1,MARYLAND,1200.0,7500.0,11.0,0.0,6.7,9.5,0.1,0.7,26.2,10.0,0.0,-21.05,
2016_Q2,MARYLAND,2800.0,9000.0,4.0,2.4,3.3,2.9,2.3,0.6,4.2,400.0,4.0,20.0,
2016_Q3,MARYLAND,400.0,7000.0,3.0,0.1,0.6,0.7,4.8,1.6,10.8,20.0,0.0,-22.22,
2016_Q4,MARYLAND,20.0,9500.0,5.0,4.5,5.8,4.6,8.3,0.6,23.8,30.0,0.0,35.71,
2017_Q1,MARYLAND,770.0,9000.0,23.0,1.0,11.9,1.0,3.3,4.3,11.3,260.0,3.0,-5.26,
2017_Q2,MARYLAND,3400.0,9500.0,2.0,0.8,2.1,0.3,6.9,1.1,3.3,930.0,10.0,5.56,
2017_Q3,MARYLAND,1300.0,8500.0,19.0,0.7,5.1,1.6,10.1,9.1,8.8,600.0,7.0,-10.53,
2017_Q4,MARYLAND,20.0,10500.0,12.0,0.2,1.8,1.1,3.1,7.8,7.9,410.0,4.0,23.53,
2018_Q1,MARYLAND,400.0,8000.0,20.0,4.4,14.3,1.5,5.6,3.1,18.2,190.0,2.0,-23.81,
2018_Q2,MARYLAND,2400.0,8000.0,5.0,0.8,4.4,0.3,3.4,0.4,11.8,1200.0,15.0,0.0,
2018_Q3,MARYLAND,580.0,7500.0,5.0,0.3,1.1,0.6,6.0,3.8,11.7,680.0,9.0,-6.25,
2018_Q4,MARYLAND,60.0,9000.0,8.0,0.3,4.9,1.2,5.3,1.7,16.6,90.0,1.0,20.0,
2019_Q1,MARYLAND,30.0,8000.0,29.0,0.2,10.1,0.0,5.1,2.4,12.6,10.0,0.0,-11.11,0.62
2019_Q3,MARYLAND,720.0,7500.0,11.0,0.0,5.1,0.3,2.7,1.4,26.7,1200.0,16.0,-6.25,0.67
2019_Q4,MARYLAND,390.0,8000.0,14.0,1.8,0.3,0.0,4.5,5.0,12.6,420.0,5.0,6.67,3.25
2020_Q1,MARYLAND,1900.0,7000.0,27.0,0.0,8.5,0.0,1.5,2.4,19.9,30.0,0.0,-12.5,5.43
2020_Q2,MARYLAND,4400.0,8000.0,8.0,0.1,3.2,1.1,1.1,0.5,14.3,1700.0,21.0,14.29,0.0
2020_Q3,MARYLAND,1200.0,7500.0,9.0,0.0,0.6,0.0,4.8,2.9,17.6,220.0,3.0,-6.25,0.8
2020_Q4,MARYLAND,60.0,8000.0,12.0,1.5,6.2,0.7,1.8,2.1,27.5,460.0,6.0,6.67,1.25
2021_Q1,MARYLAND,1300.0,7000.0,26.0,0.0,19.7,0.0,1.1,2.7,34.6,240.0,3.0,-12.5,1.57
2021_Q2,MARYLAND,2600.0,7500.0,4.0,0.0,2.0,0.6,8.9,1.4,17.2,690.0,9.0,7.14,0.67
2021_Q3,MARYLAND,300.0,6000.0,8.0,0.0,0.7,0.5,13.6,1.5,20.0,170.0,3.0,-20.0,5.33
2021_Q4,MARYLAND,1200.0,6000.0,12.0,0.0,3.1,0.0,12.2,0.7,21.2,,0.0,0.0,2.0
2022_Q1,MARYLAND,1100.0,8500.0,22.0,0.6,12.1,2.3,7.4,13.6,23.7,1000.0,12.0,41.67,1.53
2022_Q2,MARYLAND,1600.0,8500.0,5.0,2.4,14.7,0.8,7.9,1.7,19.9,1100.0,13.0,0.0,1.76
2022_Q3,MARYLAND,600.0,4800.0,11.0,4.6,3.4,4.5,36.1,3.1,61.9,1300.0,27.0,-43.53,3.12
2022_Q4,MARYLAND,1400.0,5000.0,10.0,0.9,13.4,0.6,10.9,2.2,40.9,20.0,0.0,4.17,1.8
2023_Q1,MARYLAND,670.0,6000.0,18.0,2.5,7.3,0.0,4.7,3.9,16.4,140.0,2.0,20.0,5.5
2023_Q2,MARYLAND,690.0,9000.0,6.0,0.0,0.5,0.0,0.6,4.5,11.7,730.0,8.0,50.0,0.33
2015_Q1,MASSACHUSETTS,260.0,4600.0,22.0,2.1,7.6,2.8,3.5,4.7,23.5,120.0,3.0,,
2015_Q2,MASSACHUSETTS,940.0,14000.0,2.0,0.2,4.4,61.8,61.7,3.1,66.8,510.0,4.0,204.35,
2015_Q3,MASSACHUSETTS,290.0,7500.0,8.0,0.4,2.5,2.1,2.9,0.3,16.3,400.0,5.0,-46.43,
2015_Q4,MASSACHUSETTS,30.0,4500.0,6.0,6.2,2.6,1.9,1.6,1.1,31.4,30.0,1.0,-40.0,
2016_Q1,MASSACHUSETTS,1200.0,3000.0,12.0,0.7,3.1,0.0,5.2,1.1,10.1,140.0,5.0,-33.33,
2016_Q2,MASSACHUSETTS,1100.0,8500.0,4.0,0.3,2.3,10.6,10.6,11.9,40.5,440.0,5.0,183.33,
2016_Q3,MASSACHUSETTS,450.0,9500.0,6.0,6.8,3.4,0.1,8.7,7.9,14.1,40.0,0.0,11.76,
2016_Q4,MASSACHUSETTS,0.0,8000.0,9.0,0.4,0.7,0.4,2.6,4.2,6.1,0.0,0.0,-15.79,
2017_Q1,MASSACHUSETTS,120.0,3300.0,45.0,3.0,10.5,4.5,5.6,5.6,32.5,110.0,3.0,-58.75,
2017_Q2,MASSACHUSETTS,1400.0,8000.0,2.0,12.9,0.4,11.0,12.5,1.6,14.8,490.0,6.0,142.42,
2017_Q3,MASSACHUSETTS,790.0,9000.0,8.0,0.7,0.8,2.3,0.9,0.1,82.0,460.0,5.0,12.5,
2017_Q4,MASSACHUSETTS,120.0,6000.0,18.0,6.7,1.5,2.7,1.2,0.3,13.2,550.0,9.0,-33.33,
2018_Q1,MASSACHUSETTS,240.0,3700.0,27.0,0.8,9.6,0.8,1.1,7.4,19.6,290.0,8.0,-38.33,
2018_Q2,MASSACHUSETTS,910.0,8000.0,3.0,1.0,2.0,1.4,1.1,2.1,6.3,350.0,4.0,116.22,
2018_Q3,MASSACHUSETTS,850.0,10000.0,22.0,10.7,1.1,10.1,11.2,10.3,75.9,730.0,7.0,25.0,
2018_Q4,MASSACHUSETTS,110.0,4900.0,13.0,8.1,3.4,9.4,9.2,5.3,33.2,320.0,7.0,-51.0,
2019_Q1,MASSACHUSETTS,60.0,3800.0,18.0,0.0,6.3,4.3,0.0,0.9,10.3,20.0,1.0,-22.45,1.32
2019_Q3,MASSACHUSETTS,800.0,13500.0,8.0,0.2,0.7,0.0,2.9,7.3,13.0,560.0,4.0,255.26,1.26
2019_Q4,MASSACHUSETTS,60.0,5000.0,24.0,0.8,1.1,0.0,0.2,10.7,7.6,130.0,3.0,-62.96,8.2
2020_Q1,MASSACHUSETTS,1100.0,3800.0,12.0,1.8,4.5,0.0,0.5,2.2,13.9,100.0,3.0,-24.0,3.95
2020_Q2,MASSACHUSETTS,870.0,13500.0,5.0,0.0,1.1,0.0,2.1,0.0,14.7,540.0,4.0,255.26,0.3
2020_Q3,MASSACHUSETTS,840.0,11000.0,3.0,1.5,1.2,0.8,1.6,0.7,29.7,810.0,7.0,-18.52,0.36
2020_Q4,MASSACHUSETTS,270.0,10000.0,4.0,0.0,0.0,0.0,1.2,0.9,17.4,90.0,1.0,-9.09,2.5
2021_Q1,MASSACHUSETTS,30.0,5000.0,20.0,1.0,7.8,0.5,3.6,4.5,28.9,90.0,2.0,-50.0,4.2
2021_Q2,MASSACHUSETTS,2000.0,12000.0,7.0,0.0,0.0,34.0,34.3,0.0,45.5,310.0,3.0,140.0,0.25
